,Query.seq.ID,Subject.seq.ID,X.ID,Alignment.length,X..mismatches,X..gap.openings,start.in.query,end.in.query,start.in.subject,end.in.subject,evalue,bitscore,match.length.query,match.length.subject
6738,Nsylvestris_NODE_1525_length_4376_cov_205,Ntome_NODE_1555_length_4491_cov_264,97.62,4328,89,10,61,4376,4462,137,0,7409,4315,4325
6783,Nsylvestris_NODE_1536_length_4371_cov_182,Ntome_NODE_2791_length_3774_cov_273,94.692,3674,145,21,733,4367,3664,2,0,5659,3634,3662
7122,Nsylvestris_NODE_1624_length_4314_cov_47,Ntome_NODE_32858_length_488_cov_4,87.309,457,50,8,3819,4271,488,36,9.98E-145,516,452,452
7132,Nsylvestris_NODE_1626_length_4313_cov_129,Ntome_NODE_1900_length_4235_cov_126,97.548,4241,83,7,58,4294,1,4224,0,7236,4236,4223
7743,Nsylvestris_NODE_1774_length_4193_cov_175,Ntome_NODE_2615_length_3852_cov_263,96.987,3585,94,3,3,3573,94,3678,0,6010,3570,3584
7788,Nsylvestris_NODE_1784_length_4187_cov_161,Ntome_NODE_5398_length_2985_cov_273,96.873,2686,62,8,1403,4068,2778,95,0,4475,2665,2683
7842,Nsylvestris_NODE_1798_length_4179_cov_146,Ntome_NODE_2072_length_4128_cov_235,95.311,4073,131,28,58,4107,42,4077,0,6408,4049,4035
8081,Nsylvestris_NODE_1853_length_4147_cov_145,Ntome_NODE_1653_length_4420_cov_228,97.283,4086,102,7,69,4147,4294,211,0,6922,4078,4083
8271,Nsylvestris_NODE_1896_length_4120_cov_101,Ntome_NODE_2060_length_4135_cov_74,94.483,4133,149,46,32,4120,4135,38,0,6296,4088,4097
8335,Nsylvestris_NODE_1913_length_4104_cov_108,Ntome_NODE_2121_length_4098_cov_51,96.76,3920,120,4,95,4013,4047,134,0,6529,3918,3913
8632,Nsylvestris_NODE_1988_length_4063_cov_181,Ntome_NODE_1913_length_4227_cov_203,95.864,4038,127,18,1,4017,166,4184,0,6495,4016,4018
8807,Nsylvestris_NODE_2035_length_4032_cov_82,Ntome_NODE_1819_length_4295_cov_49,95.907,3982,118,7,3,3982,18,3956,0,6408,3979,3938
8942,Nsylvestris_NODE_2070_length_4011_cov_26,Ntome_NODE_38927_length_269_cov_3,97.77,269,6,0,2606,2874,269,1,3.41E-129,464,268,268
9013,Nsylvestris_NODE_2093_length_3999_cov_136,Ntome_NODE_2457_length_3927_cov_57,95.732,3889,122,19,1,3869,3923,59,0,6222,3868,3864
9031,Nsylvestris_NODE_2097_length_3995_cov_89,Ntome_NODE_31960_length_553_cov_6,94.595,37,1,1,713,749,174,139,2.42E-06,56.5,36,35
9259,Nsylvestris_NODE_2148_length_3965_cov_56,Ntome_NODE_2253_length_4032_cov_53,94.908,3947,191,5,1,3946,95,4032,0,6167,3945,3937
9442,Nsylvestris_NODE_2190_length_3940_cov_200,Ntome_NODE_3875_length_3395_cov_278,96.163,3362,94,7,71,3408,1,3351,0,5461,3337,3350
9686,Nsylvestris_NODE_2253_length_3913_cov_88,Ntome_NODE_1332_length_4699_cov_92,98.827,3581,42,0,273,3853,3583,3,0,6381,3580,3580
9712,Nsylvestris_NODE_2260_length_3910_cov_75,Ntome_NODE_10517_length_2130_cov_196,96.979,1920,56,2,1908,3826,1,1919,0,3223,1918,1918
9795,Nsylvestris_NODE_2280_length_3902_cov_113,Ntome_NODE_2688_length_3820_cov_60,95.492,3394,111,23,288,3644,58,3446,0,5382,3356,3388
9831,Nsylvestris_NODE_2290_length_3898_cov_70,Ntome_NODE_2425_length_3946_cov_63,95.56,3671,136,6,251,3898,3671,5,0,5851,3647,3666
9968,Nsylvestris_NODE_2329_length_3881_cov_160,Ntome_NODE_3138_length_3643_cov_49,95.339,3669,119,20,41,3683,3643,1,0,5781,3642,3642
9980,Nsylvestris_NODE_2333_length_3881_cov_52,Ntome_NODE_2102_length_4109_cov_77,94.986,3829,187,3,53,3881,4060,237,0,6002,3828,3823
10076,Nsylvestris_NODE_2360_length_3867_cov_34,Ntome_NODE_13165_length_1824_cov_17,94.577,1807,86,4,2023,3826,1,1798,0,2784,1803,1797
10210,Nsylvestris_NODE_2395_length_3842_cov_210,Ntome_NODE_2550_length_3884_cov_245,97.416,3792,82,7,1,3780,56,3843,0,6445,3779,3787
10331,Nsylvestris_NODE_2424_length_3829_cov_166,Ntome_NODE_2921_length_3728_cov_42,95.975,3627,86,18,49,3620,107,3728,0,5834,3571,3621
10355,Nsylvestris_NODE_2431_length_3825_cov_140,Ntome_NODE_2085_length_4115_cov_260,94.453,3714,119,31,4,3680,128,3791,0,5637,3676,3663
10480,Nsylvestris_NODE_2460_length_3809_cov_226,Ntome_NODE_3025_length_3689_cov_260,96.499,3656,88,12,159,3788,46,3687,0,6006,3629,3641
10760,Nsylvestris_NODE_2526_length_3780_cov_208,Ntome_NODE_2870_length_3749_cov_250,95.389,3687,109,21,109,3770,50,3700,0,5810,3661,3650
10946,Nsylvestris_NODE_2573_length_3759_cov_153,Ntome_NODE_4832_length_3126_cov_18,97.618,3148,51,4,212,3357,1,3126,0,5376,3145,3125
11073,Nsylvestris_NODE_2604_length_3744_cov_34,Ntome_NODE_2543_length_3888_cov_80,95.828,3691,136,5,61,3744,77,3756,0,5947,3683,3679
11161,Nsylvestris_NODE_2625_length_3730_cov_103,Ntome_NODE_33358_length_454_cov_4,96.744,430,14,0,813,1242,1,430,0,717,429,429
11274,Nsylvestris_NODE_2651_length_3722_cov_83,Ntome_NODE_3716_length_3445_cov_78,97.667,3300,72,3,236,3533,50,3346,0,5662,3297,3296
11285,Nsylvestris_NODE_2654_length_3721_cov_230,Ntome_NODE_3093_length_3660_cov_296,97.765,3624,68,4,1,3622,3660,48,0,6231,3621,3612
11352,Nsylvestris_NODE_2673_length_3714_cov_138,Ntome_NODE_2911_length_3732_cov_164,90.729,3689,218,57,77,3706,47,3670,0,4804,3629,3623
11411,Nsylvestris_NODE_2688_length_3710_cov_68,Ntome_NODE_3009_length_3696_cov_35,96.145,3709,118,7,1,3701,4,3695,0,6034,3700,3691
11480,Nsylvestris_NODE_2708_length_3701_cov_37,Ntome_NODE_2853_length_3755_cov_60,96.643,3724,81,11,1,3701,3751,49,0,6144,3700,3702
11485,Nsylvestris_NODE_2710_length_3700_cov_109,Ntome_NODE_2737_length_3798_cov_115,95.12,3627,136,14,24,3616,3697,78,0,5679,3592,3619
11509,Nsylvestris_NODE_2718_length_3697_cov_88,Ntome_NODE_3360_length_3566_cov_65,97.51,3494,80,3,36,3526,3566,77,0,5963,3490,3489
11759,Nsylvestris_NODE_2783_length_3671_cov_183,Ntome_NODE_2469_length_3921_cov_71,95.424,3584,150,6,49,3621,341,3921,0,5698,3572,3580
11782,Nsylvestris_NODE_2790_length_3666_cov_158,Ntome_NODE_3662_length_3466_cov_240,97.349,3470,85,3,113,3579,3466,1,0,5891,3466,3465
11890,Nsylvestris_NODE_2819_length_3654_cov_52,Ntome_NODE_4346_length_3251_cov_16,97.919,3219,65,2,49,3267,3251,35,0,5572,3218,3216
12005,Nsylvestris_NODE_2845_length_3639_cov_205,Ntome_NODE_2971_length_3711_cov_283,96.415,3654,82,17,19,3639,54,3691,0,5976,3620,3637
12306,Nsylvestris_NODE_2929_length_3610_cov_54,Ntome_NODE_3160_length_3634_cov_51,95.116,3563,166,7,33,3588,3632,71,0,5609,3555,3561
12320,Nsylvestris_NODE_2934_length_3609_cov_15,Ntome_NODE_6553_length_2738_cov_13,95.642,2685,113,4,304,2985,2684,1,0,4307,2681,2683
12548,Nsylvestris_NODE_2999_length_3588_cov_69,Ntome_NODE_3065_length_3672_cov_96,98.134,3484,64,1,1,3484,3533,51,0,6072,3483,3482
12679,Nsylvestris_NODE_3033_length_3574_cov_154,Ntome_NODE_3406_length_3545_cov_180,97.629,3501,67,8,54,3543,3496,1,0,5991,3489,3495
12811,Nsylvestris_NODE_3070_length_3555_cov_66,Ntome_NODE_2640_length_3844_cov_44,94.847,3474,155,5,56,3508,90,3560,0,5402,3452,3470
12851,Nsylvestris_NODE_3081_length_3549_cov_195,Ntome_NODE_3211_length_3618_cov_191,96.544,3443,102,5,57,3486,3475,37,0,5683,3429,3438
12958,Nsylvestris_NODE_3111_length_3539_cov_191,Ntome_NODE_3502_length_3516_cov_177,96.365,3466,98,8,6,3443,1,3466,0,5677,3437,3465
13035,Nsylvestris_NODE_3129_length_3534_cov_114,Ntome_NODE_3940_length_3375_cov_76,94.92,3366,129,23,186,3525,3352,3,0,5230,3339,3349
13175,Nsylvestris_NODE_3169_length_3518_cov_171,Ntome_NODE_3135_length_3645_cov_11,96.346,3476,116,6,24,3498,1,3466,0,5705,3474,3465
13540,Nsylvestris_NODE_3256_length_3487_cov_203,Ntome_NODE_4587_length_3185_cov_86,96.321,3044,101,4,316,3349,47,3089,0,4990,3033,3042
13544,Nsylvestris_NODE_3258_length_3487_cov_43,Ntome_NODE_3195_length_3623_cov_69,95.931,3441,120,7,4,3438,19,3445,0,5561,3434,3426
13624,Nsylvestris_NODE_3280_length_3481_cov_185,Ntome_NODE_3293_length_3590_cov_84,97.466,3433,63,10,23,3447,3466,50,0,5836,3424,3416
13766,Nsylvestris_NODE_3321_length_3468_cov_119,Ntome_NODE_4415_length_3234_cov_105,95.369,3153,134,12,33,3180,3197,52,0,5003,3147,3145
14119,Nsylvestris_NODE_3409_length_3434_cov_42,Ntome_NODE_3061_length_3674_cov_66,92.982,3420,171,26,13,3396,3499,113,0,4922,3383,3386
14167,Nsylvestris_NODE_3423_length_3428_cov_231,Ntome_NODE_3745_length_3436_cov_222,97.816,3389,68,4,40,3427,49,3432,0,5843,3387,3383
14388,Nsylvestris_NODE_3480_length_3408_cov_17,Ntome_NODE_3736_length_3439_cov_26,95.602,3320,138,7,90,3407,124,3437,0,5315,3317,3313
14399,Nsylvestris_NODE_3483_length_3406_cov_194,Ntome_NODE_4160_length_3305_cov_210,95.984,3237,115,13,38,3261,3288,54,0,5243,3223,3234
14457,Nsylvestris_NODE_3498_length_3402_cov_221,Ntome_NODE_3813_length_3415_cov_241,96.505,3376,91,16,39,3400,1,3363,0,5555,3361,3362
14630,Nsylvestris_NODE_3536_length_3387_cov_181,Ntome_NODE_3864_length_3400_cov_92,94.847,3377,148,8,1,3369,38,3396,0,5249,3368,3358
14654,Nsylvestris_NODE_3545_length_3385_cov_168,Ntome_NODE_3356_length_3566_cov_181,97.408,3318,79,4,1,3316,73,3385,0,5644,3315,3312
14720,Nsylvestris_NODE_3565_length_3378_cov_116,Ntome_NODE_3780_length_3427_cov_29,94.321,3381,135,15,1,3333,3423,52,0,5127,3332,3371
14880,Nsylvestris_NODE_3609_length_3361_cov_218,Ntome_NODE_4260_length_3274_cov_215,95.626,3269,131,6,89,3354,7,3266,0,5234,3265,3259
14908,Nsylvestris_NODE_3616_length_3360_cov_171,Ntome_NODE_3856_length_3402_cov_309,94.778,3313,160,1,25,3324,28,3340,0,5147,3299,3312
15113,Nsylvestris_NODE_3670_length_3344_cov_147,Ntome_NODE_3426_length_3539_cov_176,97.4,3269,71,7,28,3282,3356,88,0,5553,3254,3268
15326,Nsylvestris_NODE_3731_length_3326_cov_51,Ntome_NODE_4611_length_3181_cov_76,95.467,2934,124,9,397,3326,2971,43,0,4673,2929,2928
15391,Nsylvestris_NODE_3752_length_3318_cov_153,Ntome_NODE_3638_length_3471_cov_110,97.088,3056,77,3,1,3049,3104,54,0,5140,3048,3050
15461,Nsylvestris_NODE_3772_length_3312_cov_63,Ntome_NODE_4318_length_3256_cov_87,92.885,3289,165,15,3,3265,3246,1,0,4713,3262,3245
15613,Nsylvestris_NODE_3815_length_3296_cov_72,Ntome_NODE_14069_length_1731_cov_27,83.684,190,23,6,1949,2136,1270,1087,1.90E-41,172,187,183
15789,Nsylvestris_NODE_3864_length_3280_cov_151,Ntome_NODE_1593_length_4459_cov_160,97.212,3192,82,3,95,3279,4410,1219,0,5395,3184,3191
15934,Nsylvestris_NODE_3900_length_3268_cov_175,Ntome_NODE_8211_length_2458_cov_236,96.574,2306,51,11,255,2556,6,2287,0,3795,2301,2281
15940,Nsylvestris_NODE_3902_length_3266_cov_141,Ntome_NODE_34491_length_396_cov_2,84.487,419,29,16,1587,1993,396,2,2.87E-104,381,406,394
16063,Nsylvestris_NODE_3936_length_3256_cov_141,Ntome_NODE_3883_length_3393_cov_141,96.956,3022,77,4,190,3211,3189,183,0,5057,3021,3006
16140,Nsylvestris_NODE_3959_length_3246_cov_183,Ntome_NODE_4186_length_3300_cov_252,95.278,3198,137,7,1,3195,35,3221,0,5057,3194,3186
16210,Nsylvestris_NODE_3978_length_3239_cov_19,Ntome_NODE_39529_length_257_cov_5,93.385,257,17,0,90,346,257,1,2.85E-104,381,256,256
16245,Nsylvestris_NODE_3988_length_3236_cov_33,Ntome_NODE_33702_length_434_cov_44,85.821,134,19,0,7,140,31,164,1.46E-32,143,133,133
16529,Nsylvestris_NODE_4066_length_3215_cov_76,Ntome_NODE_36300_length_330_cov_6,90,60,4,2,566,625,283,226,1.49E-12,76.8,59,57
16593,Nsylvestris_NODE_4083_length_3209_cov_107,Ntome_NODE_2898_length_3737_cov_129,94.073,3138,131,23,49,3173,3160,65,0,4713,3124,3095
16594,Nsylvestris_NODE_4084_length_3208_cov_128,Ntome_NODE_5432_length_2978_cov_35,95.534,2978,115,7,203,3165,2975,1,0,4747,2962,2974
16632,Nsylvestris_NODE_4095_length_3204_cov_107,Ntome_NODE_4181_length_3301_cov_161,95.251,3201,120,19,1,3196,3288,115,0,5040,3195,3173
16646,Nsylvestris_NODE_4099_length_3203_cov_50,Ntome_NODE_13106_length_1831_cov_25,94.194,1843,86,3,95,1934,1825,1,0,2791,1839,1824
16812,Nsylvestris_NODE_4145_length_3190_cov_135,Ntome_NODE_4399_length_3239_cov_104,96.305,3004,99,6,55,3046,3059,56,0,4922,2991,3003
16936,Nsylvestris_NODE_4180_length_3181_cov_174,Ntome_NODE_4414_length_3234_cov_164,97.585,3106,66,7,53,3154,132,3232,0,5312,3101,3100
16963,Nsylvestris_NODE_4188_length_3179_cov_43,Ntome_NODE_4990_length_3085_cov_33,96.036,3078,110,6,60,3133,16,3085,0,4998,3073,3069
17000,Nsylvestris_NODE_4199_length_3176_cov_199,Ntome_NODE_3262_length_3601_cov_213,97.603,3004,52,8,55,3055,3599,613,0,5131,3000,2986
17418,Nsylvestris_NODE_4312_length_3147_cov_26,Ntome_NODE_7084_length_2642_cov_14,92.768,2641,188,3,434,3074,5,2642,0,3816,2640,2637
17419,Nsylvestris_NODE_4313_length_3146_cov_236,Ntome_NODE_4534_length_3201_cov_155,93.763,2966,135,21,202,3146,49,2985,0,4407,2944,2936
17472,Nsylvestris_NODE_4327_length_3144_cov_158,Ntome_NODE_5107_length_3053_cov_49,95.437,3068,119,5,37,3098,1,3053,0,4870,3061,3052
17568,Nsylvestris_NODE_4353_length_3139_cov_67,Ntome_NODE_37436_length_301_cov_3,81.776,214,24,6,1873,2071,293,80,3.02E-39,165,198,213
17635,Nsylvestris_NODE_4374_length_3133_cov_196,Ntome_NODE_4947_length_3098_cov_246,96.36,2967,79,13,174,3133,2966,22,0,4854,2959,2944
17698,Nsylvestris_NODE_4393_length_3128_cov_96,Ntome_NODE_17568_length_1396_cov_92,84.483,116,14,3,1026,1139,1057,1170,3.98E-23,111,113,113
17870,Nsylvestris_NODE_4443_length_3111_cov_80,Ntome_NODE_7536_length_2565_cov_33,90.25,1159,94,13,37,1185,2154,1005,0,1496,1148,1149
17928,Nsylvestris_NODE_4458_length_3108_cov_33,Ntome_NODE_4796_length_3134_cov_87,96.34,3060,101,7,55,3108,8,3062,0,5020,3053,3054
18004,Nsylvestris_NODE_4480_length_3103_cov_226,Ntome_NODE_4531_length_3201_cov_292,97.348,3054,56,15,3,3044,3192,152,0,5168,3041,3040
18009,Nsylvestris_NODE_4482_length_3103_cov_205,Ntome_NODE_5282_length_3011_cov_289,94.249,3008,98,25,22,3008,2998,45,0,4527,2986,2953
18052,Nsylvestris_NODE_4494_length_3101_cov_145,Ntome_NODE_15741_length_1564_cov_18,94.426,1525,74,5,93,1617,1563,50,0,2335,1524,1513
18269,Nsylvestris_NODE_4555_length_3084_cov_230,Ntome_NODE_4678_length_3163_cov_294,95.711,3031,77,14,29,3043,39,3032,0,4828,3014,2993
18279,Nsylvestris_NODE_4558_length_3083_cov_185,Ntome_NODE_4262_length_3273_cov_206,96.511,3038,76,12,1,3011,3086,52,0,4996,3010,3034
18441,Nsylvestris_NODE_4603_length_3072_cov_226,Ntome_NODE_4061_length_3331_cov_262,96.409,2701,78,7,162,2850,2757,64,0,4433,2688,2693
18442,Nsylvestris_NODE_4604_length_3072_cov_118,Ntome_NODE_4430_length_3227_cov_156,96.721,3019,95,3,1,3015,160,3178,0,5024,3014,3018
18499,Nsylvestris_NODE_4620_length_3067_cov_197,Ntome_NODE_5041_length_3067_cov_178,95.4,3022,93,16,1,2994,61,3064,0,4769,2993,3003
18524,Nsylvestris_NODE_4627_length_3066_cov_109,Ntome_NODE_4715_length_3156_cov_204,96.323,2801,61,7,101,2901,3040,282,0,4564,2800,2758
18625,Nsylvestris_NODE_4655_length_3055_cov_192,Ntome_NODE_5934_length_2865_cov_140,93.993,2697,119,11,141,2812,72,2750,0,4043,2671,2678
18742,Nsylvestris_NODE_4689_length_3047_cov_190,Ntome_NODE_5670_length_2923_cov_171,94.39,2959,85,23,4,2920,3,2922,0,4470,2916,2919
18810,Nsylvestris_NODE_4713_length_3042_cov_55,Ntome_NODE_32933_length_483_cov_4,95.807,477,17,1,1561,2034,482,6,0,767,473,476
18938,Nsylvestris_NODE_4753_length_3033_cov_126,Ntome_NODE_6383_length_2770_cov_221,93.897,2507,145,5,42,2544,2718,216,0,3775,2502,2502
18963,Nsylvestris_NODE_4760_length_3031_cov_150,Ntome_NODE_4319_length_3255_cov_289,96.701,2971,79,3,28,2979,33,3003,0,4926,2951,2970
18992,Nsylvestris_NODE_4770_length_3029_cov_199,Ntome_NODE_5767_length_2904_cov_226,98.561,2502,34,2,1,2500,36,2537,0,4420,2499,2501
19073,Nsylvestris_NODE_4794_length_3023_cov_155,Ntome_NODE_30347_length_615_cov_3,90.076,524,37,8,2437,2957,3,514,0,665,520,511
19076,Nsylvestris_NODE_4796_length_3022_cov_225,Ntome_NODE_5033_length_3068_cov_299,94.34,2915,149,11,95,3005,2929,27,0,4455,2910,2902
19291,Nsylvestris_NODE_4858_length_3006_cov_16,Ntome_NODE_4300_length_3261_cov_38,95.148,2906,128,12,45,2947,364,3259,0,4573,2902,2895
19522,Nsylvestris_NODE_4921_length_2991_cov_228,Ntome_NODE_5948_length_2861_cov_275,94.244,2797,132,19,51,2842,2819,47,0,4246,2791,2772
19615,Nsylvestris_NODE_4947_length_2987_cov_37,Ntome_NODE_3664_length_3466_cov_92,89.48,2386,182,27,4,2361,48,2392,0,2952,2357,2344
19689,Nsylvestris_NODE_4971_length_2980_cov_211,Ntome_NODE_6173_length_2817_cov_242,96.796,2778,52,12,165,2912,47,2817,0,4602,2747,2770
19757,Nsylvestris_NODE_4994_length_2974_cov_114,Ntome_NODE_5471_length_2970_cov_38,94.597,2980,107,13,21,2957,2969,1,0,4562,2936,2968
19982,Nsylvestris_NODE_5060_length_2958_cov_70,Ntome_NODE_3119_length_3650_cov_176,95.914,2692,97,7,5,2692,65,2747,0,4349,2687,2682
19983,Nsylvestris_NODE_5061_length_2957_cov_226,Ntome_NODE_5456_length_2972_cov_214,94.749,2952,134,7,7,2956,2933,1,0,4573,2949,2932
20000,Nsylvestris_NODE_5066_length_2956_cov_176,Ntome_NODE_5458_length_2972_cov_207,97.431,2958,69,4,1,2956,2958,6,0,5035,2955,2952
20412,Nsylvestris_NODE_5180_length_2930_cov_155,Ntome_NODE_8452_length_2420_cov_27,95.82,2416,88,5,504,2910,2420,9,0,3890,2406,2411
20636,Nsylvestris_NODE_5243_length_2917_cov_91,Ntome_NODE_20400_length_1161_cov_193,92.262,840,29,8,2078,2915,72,877,0,1158,837,805
20824,Nsylvestris_NODE_5292_length_2907_cov_184,Ntome_NODE_6295_length_2789_cov_59,95.294,2805,84,19,84,2859,2789,4,0,4405,2775,2785
20954,Nsylvestris_NODE_5330_length_2900_cov_172,Ntome_NODE_5642_length_2929_cov_288,96.113,2624,76,12,104,2704,309,2929,0,4257,2600,2620
21066,Nsylvestris_NODE_5367_length_2893_cov_70,Ntome_NODE_25964_length_807_cov_205,87.034,725,39,20,2146,2831,759,51,0,767,685,708
21101,Nsylvestris_NODE_5377_length_2891_cov_64,Ntome_NODE_4984_length_3087_cov_42,94.06,2761,118,19,119,2859,330,3064,0,4148,2740,2734
21323,Nsylvestris_NODE_5442_length_2875_cov_206,Ntome_NODE_4799_length_3133_cov_210,96.1,2692,77,13,45,2734,148,2813,0,4364,2689,2665
21354,Nsylvestris_NODE_5451_length_2873_cov_45,Ntome_NODE_4573_length_3189_cov_33,96.741,2792,90,1,1,2791,381,3172,0,4650,2790,2791
21357,Nsylvestris_NODE_5453_length_2873_cov_23,Ntome_NODE_7509_length_2570_cov_45,95.932,2286,92,1,586,2870,2366,81,0,3705,2284,2285
21485,Nsylvestris_NODE_5490_length_2864_cov_89,Ntome_NODE_7180_length_2625_cov_161,95.946,2590,84,8,28,2609,1,2577,0,4181,2581,2576
21532,Nsylvestris_NODE_5504_length_2861_cov_158,Ntome_NODE_6956_length_2657_cov_203,97.158,2604,64,6,102,2702,2,2598,0,4390,2600,2596
21599,Nsylvestris_NODE_5520_length_2858_cov_108,Ntome_NODE_4840_length_3123_cov_285,93.682,2833,135,25,56,2857,2866,47,0,4200,2801,2819
21633,Nsylvestris_NODE_5530_length_2855_cov_224,Ntome_NODE_4706_length_3158_cov_238,96.27,2842,94,9,1,2830,2843,2,0,4650,2829,2841
21650,Nsylvestris_NODE_5536_length_2855_cov_36,Ntome_NODE_7154_length_2630_cov_20,95.404,2633,117,3,124,2755,1,2630,0,4189,2631,2629
21664,Nsylvestris_NODE_5542_length_2852_cov_228,Ntome_NODE_5557_length_2948_cov_290,94.423,2618,132,7,196,2804,2948,336,0,4013,2608,2612
21858,Nsylvestris_NODE_5595_length_2841_cov_151,Ntome_NODE_5331_length_3000_cov_225,96.112,2855,74,14,1,2841,40,2871,0,4623,2840,2831
21934,Nsylvestris_NODE_5618_length_2835_cov_153,Ntome_NODE_1071_length_4997_cov_170,96.465,2433,77,6,393,2823,2579,154,0,4008,2430,2425
21961,Nsylvestris_NODE_5627_length_2832_cov_223,Ntome_NODE_6004_length_2846_cov_261,96.401,2806,72,7,14,2812,2784,1,0,4595,2798,2783
21997,Nsylvestris_NODE_5638_length_2831_cov_29,Ntome_NODE_5962_length_2857_cov_24,97.272,2273,49,3,29,2300,90,2350,0,3842,2271,2260
22070,Nsylvestris_NODE_5661_length_2825_cov_50,Ntome_NODE_29308_length_656_cov_24,84.286,210,23,5,2601,2808,438,639,9.64E-49,196,207,201
22127,Nsylvestris_NODE_5677_length_2823_cov_29,Ntome_NODE_5658_length_2925_cov_283,95.993,2720,85,10,1,2711,2833,129,0,4397,2710,2704
22153,Nsylvestris_NODE_5687_length_2822_cov_26,Ntome_NODE_5070_length_3061_cov_113,93.748,2751,141,14,53,2775,248,2995,0,4098,2722,2747
