,Query.seq.ID,n
68,Nsylvestris_NODE_2199_length_3937_cov_191,11
69,Nsylvestris_NODE_23525_length_855_cov_12,11
70,Nsylvestris_NODE_2649_length_3723_cov_79,11
71,Nsylvestris_NODE_328_length_6567_cov_124,11
72,Nsylvestris_NODE_35_length_10031_cov_87,11
73,Nsylvestris_NODE_3514_length_3394_cov_153,11
74,Nsylvestris_NODE_3857_length_3282_cov_171,11
75,Nsylvestris_NODE_4124_length_3195_cov_78,11
76,Nsylvestris_NODE_4806_length_3020_cov_151,11
77,Nsylvestris_NODE_5383_length_2890_cov_66,11
78,Nsylvestris_NODE_5667_length_2824_cov_46,11
79,Nsylvestris_NODE_590_length_5723_cov_88,11
80,Nsylvestris_NODE_612_length_5676_cov_78,11
81,Nsylvestris_NODE_7918_length_2417_cov_180,11
82,Nsylvestris_NODE_1081_length_4837_cov_134,10
83,Nsylvestris_NODE_1172_length_4729_cov_138,10
84,Nsylvestris_NODE_1234_length_4668_cov_72,10
85,Nsylvestris_NODE_1325_length_4568_cov_179,10
86,Nsylvestris_NODE_1398_length_4496_cov_65,10
87,Nsylvestris_NODE_146_length_7818_cov_26,10
88,Nsylvestris_NODE_15091_length_1542_cov_157,10
89,Nsylvestris_NODE_1739_length_4222_cov_94,10
90,Nsylvestris_NODE_174_length_7534_cov_58,10
91,Nsylvestris_NODE_1764_length_4205_cov_87,10
92,Nsylvestris_NODE_17731_length_1291_cov_195,10
93,Nsylvestris_NODE_184_length_7486_cov_169,10
94,Nsylvestris_NODE_1883_length_4131_cov_155,10
95,Nsylvestris_NODE_1979_length_4067_cov_114,10
96,Nsylvestris_NODE_230_length_7142_cov_214,10
97,Nsylvestris_NODE_2365_length_3860_cov_68,10
98,Nsylvestris_NODE_2373_length_3856_cov_67,10
99,Nsylvestris_NODE_2501_length_3792_cov_81,10
100,Nsylvestris_NODE_2808_length_3659_cov_72,10
101,Nsylvestris_NODE_2830_length_3646_cov_190,10
102,Nsylvestris_NODE_3082_length_3549_cov_174,10
103,Nsylvestris_NODE_3434_length_3426_cov_224,10
104,Nsylvestris_NODE_3522_length_3393_cov_106,10
105,Nsylvestris_NODE_4051_length_3217_cov_44,10
106,Nsylvestris_NODE_4497_length_3100_cov_31,10
107,Nsylvestris_NODE_4608_length_3070_cov_108,10
108,Nsylvestris_NODE_4716_length_3041_cov_117,10
109,Nsylvestris_NODE_473_length_6029_cov_118,10
110,Nsylvestris_NODE_4897_length_2996_cov_78,10
111,Nsylvestris_NODE_5411_length_2883_cov_211,10
112,Nsylvestris_NODE_601_length_5703_cov_231,10
113,Nsylvestris_NODE_6234_length_2710_cov_196,10
114,Nsylvestris_NODE_6625_length_2635_cov_101,10
115,Nsylvestris_NODE_7688_length_2454_cov_214,10
116,Nsylvestris_NODE_7735_length_2447_cov_57,10
117,Nsylvestris_NODE_7776_length_2441_cov_199,10
118,Nsylvestris_NODE_85_length_8745_cov_88,10
119,Nsylvestris_NODE_860_length_5148_cov_75,10
120,Nsylvestris_NODE_905_length_5082_cov_210,10
121,Nsylvestris_NODE_948_length_5024_cov_26,10
122,Nsylvestris_NODE_1017_length_4927_cov_127,9
123,Nsylvestris_NODE_1019_length_4922_cov_207,9
124,Nsylvestris_NODE_10228_length_2085_cov_100,9
125,Nsylvestris_NODE_1030_length_4897_cov_232,9
126,Nsylvestris_NODE_10401_length_2062_cov_90,9
127,Nsylvestris_NODE_11243_length_1957_cov_184,9
128,Nsylvestris_NODE_11325_length_1949_cov_33,9
129,Nsylvestris_NODE_11455_length_1935_cov_224,9
130,Nsylvestris_NODE_11619_length_1917_cov_122,9
131,Nsylvestris_NODE_12081_length_1860_cov_149,9
132,Nsylvestris_NODE_12536_length_1811_cov_142,9
133,Nsylvestris_NODE_12611_length_1804_cov_65,9
134,Nsylvestris_NODE_1274_length_4618_cov_89,9
135,Nsylvestris_NODE_12907_length_1774_cov_55,9
136,Nsylvestris_NODE_12949_length_1769_cov_13,9
137,Nsylvestris_NODE_13204_length_1738_cov_224,9
138,Nsylvestris_NODE_13287_length_1728_cov_222,9
139,Nsylvestris_NODE_1465_length_4430_cov_173,9
140,Nsylvestris_NODE_15116_length_1539_cov_57,9
141,Nsylvestris_NODE_15249_length_1526_cov_168,9
142,Nsylvestris_NODE_1625_length_4313_cov_215,9
143,Nsylvestris_NODE_1693_length_4258_cov_91,9
144,Nsylvestris_NODE_1758_length_4208_cov_184,9
145,Nsylvestris_NODE_1885_length_4130_cov_167,9
146,Nsylvestris_NODE_1892_length_4123_cov_149,9
147,Nsylvestris_NODE_19287_length_1161_cov_194,9
148,Nsylvestris_NODE_20353_length_1074_cov_176,9
149,Nsylvestris_NODE_2154_length_3962_cov_130,9
150,Nsylvestris_NODE_2297_length_3894_cov_189,9
151,Nsylvestris_NODE_22985_length_893_cov_9,9
152,Nsylvestris_NODE_2803_length_3661_cov_205,9
153,Nsylvestris_NODE_3019_length_3579_cov_52,9
154,Nsylvestris_NODE_3171_length_3518_cov_113,9
155,Nsylvestris_NODE_3193_length_3499_cov_161,9
156,Nsylvestris_NODE_3207_length_3505_cov_86,9
157,Nsylvestris_NODE_3248_length_3490_cov_47,9
158,Nsylvestris_NODE_332_length_6555_cov_133,9
159,Nsylvestris_NODE_33918_length_326_cov_2,9
160,Nsylvestris_NODE_3464_length_3414_cov_87,9
161,Nsylvestris_NODE_3510_length_3396_cov_87,9
162,Nsylvestris_NODE_3618_length_3359_cov_197,9
163,Nsylvestris_NODE_3639_length_3353_cov_212,9
164,Nsylvestris_NODE_3668_length_3345_cov_103,9
165,Nsylvestris_NODE_3712_length_3332_cov_42,9
166,Nsylvestris_NODE_3884_length_3272_cov_171,9
167,Nsylvestris_NODE_3990_length_3235_cov_156,9
168,Nsylvestris_NODE_4026_length_3225_cov_122,9
169,Nsylvestris_NODE_4078_length_3210_cov_192,9
170,Nsylvestris_NODE_4151_length_3189_cov_178,9
171,Nsylvestris_NODE_4236_length_3166_cov_98,9
172,Nsylvestris_NODE_4455_length_3108_cov_121,9
173,Nsylvestris_NODE_4538_length_3089_cov_53,9
174,Nsylvestris_NODE_5101_length_2948_cov_193,9
175,Nsylvestris_NODE_5254_length_2915_cov_62,9
176,Nsylvestris_NODE_5278_length_2910_cov_89,9
177,Nsylvestris_NODE_5382_length_2890_cov_118,9
178,Nsylvestris_NODE_5496_length_2862_cov_185,9
179,Nsylvestris_NODE_5519_length_2858_cov_122,9
180,Nsylvestris_NODE_552_length_5818_cov_171,9
181,Nsylvestris_NODE_5963_length_2767_cov_210,9
182,Nsylvestris_NODE_6393_length_2681_cov_99,9
183,Nsylvestris_NODE_6808_length_2602_cov_101,9
184,Nsylvestris_NODE_7282_length_2521_cov_215,9
185,Nsylvestris_NODE_7415_length_2502_cov_163,9
186,Nsylvestris_NODE_742_length_5360_cov_84,9
187,Nsylvestris_NODE_7442_length_2497_cov_105,9
188,Nsylvestris_NODE_7681_length_2454_cov_67,9
189,Nsylvestris_NODE_7728_length_2448_cov_162,9
190,Nsylvestris_NODE_787_length_5256_cov_93,9
191,Nsylvestris_NODE_825_length_5205_cov_125,9
192,Nsylvestris_NODE_844_length_5165_cov_105,9
193,Nsylvestris_NODE_915_length_5071_cov_161,9
194,Nsylvestris_NODE_9496_length_2178_cov_201,9
195,Nsylvestris_NODE_96_length_8473_cov_63,9
196,Nsylvestris_NODE_9656_length_2158_cov_73,9
197,Nsylvestris_NODE_10209_length_2087_cov_163,8
198,Nsylvestris_NODE_1023_length_4911_cov_169,8
199,Nsylvestris_NODE_1043_length_4887_cov_110,8
200,Nsylvestris_NODE_10757_length_2019_cov_28,8
201,Nsylvestris_NODE_10779_length_2016_cov_154,8
202,Nsylvestris_NODE_11057_length_1981_cov_62,8
203,Nsylvestris_NODE_11308_length_1950_cov_70,8
204,Nsylvestris_NODE_11379_length_1944_cov_166,8
205,Nsylvestris_NODE_11412_length_1940_cov_199,8
206,Nsylvestris_NODE_11662_length_1910_cov_140,8
207,Nsylvestris_NODE_1174_length_4725_cov_140,8
208,Nsylvestris_NODE_11877_length_1882_cov_189,8
209,Nsylvestris_NODE_12120_length_1855_cov_222,8
210,Nsylvestris_NODE_12146_length_1853_cov_162,8
211,Nsylvestris_NODE_1226_length_4677_cov_190,8
212,Nsylvestris_NODE_123_length_8103_cov_158,8
213,Nsylvestris_NODE_1238_length_4661_cov_94,8
214,Nsylvestris_NODE_126_length_8081_cov_194,8
215,Nsylvestris_NODE_128_length_8068_cov_85,8
216,Nsylvestris_NODE_1304_length_4589_cov_80,8
217,Nsylvestris_NODE_1305_length_4588_cov_218,8
218,Nsylvestris_NODE_1320_length_4576_cov_110,8
219,Nsylvestris_NODE_13767_length_1677_cov_89,8
220,Nsylvestris_NODE_138_length_7908_cov_110,8
221,Nsylvestris_NODE_139_length_7902_cov_57,8
222,Nsylvestris_NODE_1392_length_4501_cov_215,8
223,Nsylvestris_NODE_1452_length_4447_cov_220,8
224,Nsylvestris_NODE_14525_length_1597_cov_216,8
225,Nsylvestris_NODE_14640_length_1585_cov_131,8
226,Nsylvestris_NODE_1493_length_4404_cov_174,8
227,Nsylvestris_NODE_15030_length_1547_cov_228,8
228,Nsylvestris_NODE_1515_length_4387_cov_151,8
229,Nsylvestris_NODE_153_length_7739_cov_198,8
230,Nsylvestris_NODE_15463_length_1506_cov_123,8
231,Nsylvestris_NODE_156_length_7703_cov_172,8
232,Nsylvestris_NODE_15869_length_1462_cov_206,8
233,Nsylvestris_NODE_1635_length_4305_cov_165,8
234,Nsylvestris_NODE_16393_length_1410_cov_35,8
235,Nsylvestris_NODE_1668_length_4274_cov_166,8
236,Nsylvestris_NODE_1677_length_4269_cov_179,8
237,Nsylvestris_NODE_1708_length_4245_cov_163,8
238,Nsylvestris_NODE_1738_length_4222_cov_178,8
239,Nsylvestris_NODE_1750_length_4215_cov_92,8
240,Nsylvestris_NODE_1773_length_4192_cov_183,8
241,Nsylvestris_NODE_1812_length_4165_cov_60,8
242,Nsylvestris_NODE_1845_length_4151_cov_80,8
243,Nsylvestris_NODE_1856_length_4145_cov_151,8
244,Nsylvestris_NODE_18573_length_1218_cov_223,8
245,Nsylvestris_NODE_1903_length_4114_cov_125,8
246,Nsylvestris_NODE_1967_length_4074_cov_150,8
247,Nsylvestris_NODE_1984_length_4065_cov_108,8
248,Nsylvestris_NODE_2007_length_4049_cov_178,8
249,Nsylvestris_NODE_2020_length_4045_cov_83,8
250,Nsylvestris_NODE_20284_length_1079_cov_42,8
251,Nsylvestris_NODE_2060_length_4018_cov_149,8
252,Nsylvestris_NODE_2099_length_3994_cov_198,8
253,Nsylvestris_NODE_2110_length_3988_cov_212,8
254,Nsylvestris_NODE_21548_length_988_cov_156,8
255,Nsylvestris_NODE_2161_length_3960_cov_137,8
256,Nsylvestris_NODE_2167_length_3959_cov_36,8
257,Nsylvestris_NODE_218_length_7208_cov_89,8
258,Nsylvestris_NODE_22053_length_952_cov_220,8
259,Nsylvestris_NODE_2225_length_3924_cov_213,8
260,Nsylvestris_NODE_22416_length_927_cov_101,8
261,Nsylvestris_NODE_2246_length_3915_cov_172,8
262,Nsylvestris_NODE_226_length_7160_cov_98,8
263,Nsylvestris_NODE_2278_length_3903_cov_116,8
264,Nsylvestris_NODE_2409_length_3837_cov_115,8
265,Nsylvestris_NODE_24121_length_824_cov_46,8
266,Nsylvestris_NODE_2445_length_3820_cov_151,8
267,Nsylvestris_NODE_2456_length_3811_cov_153,8
268,Nsylvestris_NODE_2457_length_3810_cov_147,8
269,Nsylvestris_NODE_2466_length_3809_cov_71,8
270,Nsylvestris_NODE_2483_length_3803_cov_134,8
271,Nsylvestris_NODE_2510_length_3788_cov_92,8
272,Nsylvestris_NODE_2517_length_3784_cov_152,8
273,Nsylvestris_NODE_2570_length_3761_cov_28,8
274,Nsylvestris_NODE_2580_length_3756_cov_66,8
275,Nsylvestris_NODE_259_length_6942_cov_110,8
276,Nsylvestris_NODE_2601_length_3731_cov_112,8
277,Nsylvestris_NODE_2609_length_3740_cov_174,8
278,Nsylvestris_NODE_2628_length_3729_cov_100,8
279,Nsylvestris_NODE_2646_length_3723_cov_201,8
280,Nsylvestris_NODE_26840_length_681_cov_96,8
281,Nsylvestris_NODE_2732_length_3688_cov_120,8
282,Nsylvestris_NODE_2735_length_3687_cov_127,8
283,Nsylvestris_NODE_276_length_6830_cov_182,8
284,Nsylvestris_NODE_2852_length_3637_cov_127,8
285,Nsylvestris_NODE_2881_length_3628_cov_117,8
286,Nsylvestris_NODE_2992_length_3591_cov_47,8
287,Nsylvestris_NODE_3123_length_3536_cov_129,8
288,Nsylvestris_NODE_3128_length_3534_cov_136,8
289,Nsylvestris_NODE_3176_length_3515_cov_216,8
290,Nsylvestris_NODE_325_length_6578_cov_78,8
291,Nsylvestris_NODE_3266_length_3483_cov_155,8
292,Nsylvestris_NODE_3285_length_3481_cov_30,8
293,Nsylvestris_NODE_3327_length_3467_cov_51,8
294,Nsylvestris_NODE_3336_length_3461_cov_125,8
295,Nsylvestris_NODE_337_length_6530_cov_154,8
296,Nsylvestris_NODE_3399_length_3438_cov_103,8
297,Nsylvestris_NODE_3438_length_3425_cov_148,8
298,Nsylvestris_NODE_3440_length_3423_cov_62,8
299,Nsylvestris_NODE_347_length_6486_cov_60,8
300,Nsylvestris_NODE_3503_length_3400_cov_79,8
301,Nsylvestris_NODE_3532_length_3388_cov_177,8
302,Nsylvestris_NODE_3535_length_3388_cov_84,8
303,Nsylvestris_NODE_3546_length_3385_cov_138,8
304,Nsylvestris_NODE_3601_length_3365_cov_38,8
305,Nsylvestris_NODE_3613_length_3361_cov_84,8
306,Nsylvestris_NODE_3685_length_3340_cov_32,8
307,Nsylvestris_NODE_3691_length_3338_cov_136,8
308,Nsylvestris_NODE_373_length_6404_cov_169,8
309,Nsylvestris_NODE_376_length_6401_cov_178,8
310,Nsylvestris_NODE_384_length_6385_cov_151,8
311,Nsylvestris_NODE_3862_length_3281_cov_56,8
312,Nsylvestris_NODE_3880_length_3275_cov_25,8
313,Nsylvestris_NODE_3897_length_3269_cov_154,8
314,Nsylvestris_NODE_4010_length_3230_cov_231,8
315,Nsylvestris_NODE_4074_length_3212_cov_21,8
316,Nsylvestris_NODE_4140_length_3192_cov_53,8
317,Nsylvestris_NODE_4367_length_3134_cov_152,8
318,Nsylvestris_NODE_4459_length_3109_cov_22,8
319,Nsylvestris_NODE_4561_length_3083_cov_95,8
320,Nsylvestris_NODE_4569_length_3081_cov_34,8
321,Nsylvestris_NODE_4641_length_3060_cov_124,8
322,Nsylvestris_NODE_4728_length_3038_cov_126,8
323,Nsylvestris_NODE_4850_length_3007_cov_154,8
324,Nsylvestris_NODE_4981_length_2979_cov_70,8
325,Nsylvestris_NODE_5196_length_2927_cov_69,8
326,Nsylvestris_NODE_53_length_9359_cov_90,8
327,Nsylvestris_NODE_5512_length_2860_cov_30,8
328,Nsylvestris_NODE_557_length_5808_cov_222,8
329,Nsylvestris_NODE_564_length_5792_cov_77,8
330,Nsylvestris_NODE_5719_length_2816_cov_213,8
331,Nsylvestris_NODE_579_length_5752_cov_158,8
332,Nsylvestris_NODE_5851_length_2792_cov_68,8
333,Nsylvestris_NODE_587_length_5739_cov_163,8
334,Nsylvestris_NODE_6040_length_2752_cov_182,8
335,Nsylvestris_NODE_6047_length_2750_cov_153,8
336,Nsylvestris_NODE_6058_length_2747_cov_104,8
337,Nsylvestris_NODE_64_length_9157_cov_92,8
338,Nsylvestris_NODE_6483_length_2664_cov_145,8
339,Nsylvestris_NODE_6530_length_2656_cov_43,8
340,Nsylvestris_NODE_6552_length_2650_cov_202,8
341,Nsylvestris_NODE_6809_length_2602_cov_97,8
342,Nsylvestris_NODE_688_length_5474_cov_146,8
343,Nsylvestris_NODE_6952_length_2576_cov_227,8
344,Nsylvestris_NODE_7041_length_2563_cov_73,8
345,Nsylvestris_NODE_7080_length_2556_cov_233,8
346,Nsylvestris_NODE_711_length_5408_cov_192,8
347,Nsylvestris_NODE_7154_length_2543_cov_152,8
348,Nsylvestris_NODE_7232_length_2529_cov_179,8
349,Nsylvestris_NODE_7386_length_2506_cov_219,8
350,Nsylvestris_NODE_7436_length_2498_cov_92,8
351,Nsylvestris_NODE_763_length_5306_cov_138,8
352,Nsylvestris_NODE_7723_length_2449_cov_117,8
353,Nsylvestris_NODE_7919_length_2416_cov_233,8
354,Nsylvestris_NODE_7926_length_2416_cov_34,8
355,Nsylvestris_NODE_8008_length_2402_cov_186,8
356,Nsylvestris_NODE_8137_length_2382_cov_121,8
357,Nsylvestris_NODE_841_length_5166_cov_105,8
358,Nsylvestris_NODE_858_length_5150_cov_61,8
359,Nsylvestris_NODE_865_length_5143_cov_51,8
360,Nsylvestris_NODE_9_length_13131_cov_62,8
361,Nsylvestris_NODE_9083_length_2246_cov_225,8
362,Nsylvestris_NODE_916_length_5068_cov_136,8
363,Nsylvestris_NODE_9172_length_2227_cov_22,8
364,Nsylvestris_NODE_9801_length_2140_cov_215,8
365,Nsylvestris_NODE_992_length_4965_cov_89,8
366,Nsylvestris_NODE_1015_length_4928_cov_41,7
367,Nsylvestris_NODE_1025_length_4904_cov_160,7
368,Nsylvestris_NODE_10311_length_2074_cov_121,7
369,Nsylvestris_NODE_10368_length_2066_cov_219,7
370,Nsylvestris_NODE_1037_length_4891_cov_232,7
371,Nsylvestris_NODE_10469_length_2054_cov_107,7
372,Nsylvestris_NODE_10544_length_2044_cov_204,7
373,Nsylvestris_NODE_106_length_8362_cov_114,7
374,Nsylvestris_NODE_10643_length_2032_cov_94,7
375,Nsylvestris_NODE_10649_length_2031_cov_222,7
376,Nsylvestris_NODE_10670_length_2029_cov_216,7
377,Nsylvestris_NODE_10690_length_2027_cov_66,7
378,Nsylvestris_NODE_10696_length_2026_cov_155,7
379,Nsylvestris_NODE_1074_length_4848_cov_193,7
380,Nsylvestris_NODE_10798_length_2014_cov_87,7
381,Nsylvestris_NODE_1084_length_4832_cov_146,7
382,Nsylvestris_NODE_1091_length_4831_cov_112,7
383,Nsylvestris_NODE_1095_length_4825_cov_164,7
384,Nsylvestris_NODE_1104_length_4819_cov_125,7
385,Nsylvestris_NODE_11076_length_1979_cov_137,7
386,Nsylvestris_NODE_11188_length_1964_cov_113,7
387,Nsylvestris_NODE_1127_length_4785_cov_183,7
388,Nsylvestris_NODE_1130_length_4778_cov_141,7
389,Nsylvestris_NODE_11303_length_1951_cov_86,7
390,Nsylvestris_NODE_1144_length_4763_cov_183,7
391,Nsylvestris_NODE_11474_length_1927_cov_116,7
392,Nsylvestris_NODE_1185_length_4715_cov_120,7
393,Nsylvestris_NODE_1187_length_4713_cov_135,7
394,Nsylvestris_NODE_1188_length_4711_cov_123,7
395,Nsylvestris_NODE_11886_length_1881_cov_202,7
396,Nsylvestris_NODE_11919_length_1878_cov_150,7
397,Nsylvestris_NODE_1192_length_4709_cov_162,7
398,Nsylvestris_NODE_12015_length_1868_cov_166,7
399,Nsylvestris_NODE_12046_length_1864_cov_200,7
400,Nsylvestris_NODE_12178_length_1849_cov_226,7
401,Nsylvestris_NODE_1233_length_4668_cov_93,7
402,Nsylvestris_NODE_12347_length_1833_cov_44,7
403,Nsylvestris_NODE_1239_length_4660_cov_135,7
404,Nsylvestris_NODE_1244_length_4655_cov_124,7
405,Nsylvestris_NODE_12446_length_1822_cov_120,7
406,Nsylvestris_NODE_1251_length_4644_cov_150,7
407,Nsylvestris_NODE_1254_length_4637_cov_79,7
408,Nsylvestris_NODE_1260_length_4630_cov_92,7
409,Nsylvestris_NODE_12623_length_1803_cov_85,7
410,Nsylvestris_NODE_12624_length_1803_cov_74,7
411,Nsylvestris_NODE_12678_length_1798_cov_98,7
412,Nsylvestris_NODE_1273_length_4618_cov_150,7
413,Nsylvestris_NODE_129_length_8056_cov_38,7
414,Nsylvestris_NODE_12906_length_1774_cov_144,7
415,Nsylvestris_NODE_1295_length_4598_cov_162,7
416,Nsylvestris_NODE_13009_length_1762_cov_197,7
417,Nsylvestris_NODE_1306_length_4588_cov_59,7
418,Nsylvestris_NODE_1337_length_4558_cov_160,7
419,Nsylvestris_NODE_1359_length_4535_cov_213,7
420,Nsylvestris_NODE_1397_length_4496_cov_180,7
421,Nsylvestris_NODE_14000_length_1649_cov_16,7
422,Nsylvestris_NODE_14141_length_1636_cov_164,7
423,Nsylvestris_NODE_14142_length_1636_cov_111,7
424,Nsylvestris_NODE_14148_length_1635_cov_197,7
425,Nsylvestris_NODE_1416_length_4483_cov_186,7
426,Nsylvestris_NODE_1430_length_4467_cov_217,7
427,Nsylvestris_NODE_1431_length_4467_cov_140,7
428,Nsylvestris_NODE_14508_length_1599_cov_84,7
429,Nsylvestris_NODE_14531_length_1597_cov_38,7
430,Nsylvestris_NODE_147_length_7796_cov_230,7
431,Nsylvestris_NODE_1472_length_4425_cov_108,7
432,Nsylvestris_NODE_1486_length_4409_cov_220,7
433,Nsylvestris_NODE_14888_length_1561_cov_219,7
434,Nsylvestris_NODE_14906_length_1559_cov_206,7
435,Nsylvestris_NODE_1507_length_4394_cov_98,7
436,Nsylvestris_NODE_1508_length_4393_cov_146,7
437,Nsylvestris_NODE_15163_length_1534_cov_136,7
438,Nsylvestris_NODE_15174_length_1533_cov_163,7
439,Nsylvestris_NODE_1534_length_4372_cov_82,7
440,Nsylvestris_NODE_15432_length_1510_cov_7,7
441,Nsylvestris_NODE_1553_length_4357_cov_181,7
442,Nsylvestris_NODE_15727_length_1477_cov_199,7
443,Nsylvestris_NODE_15957_length_1453_cov_157,7
444,Nsylvestris_NODE_1604_length_4325_cov_137,7
445,Nsylvestris_NODE_16107_length_1439_cov_113,7
446,Nsylvestris_NODE_16139_length_1436_cov_23,7
447,Nsylvestris_NODE_163_length_7625_cov_229,7
448,Nsylvestris_NODE_16314_length_1417_cov_211,7
449,Nsylvestris_NODE_1648_length_4295_cov_77,7
450,Nsylvestris_NODE_16579_length_1393_cov_190,7
451,Nsylvestris_NODE_16596_length_1391_cov_208,7
452,Nsylvestris_NODE_16738_length_1377_cov_220,7
453,Nsylvestris_NODE_1674_length_4270_cov_208,7
454,Nsylvestris_NODE_16742_length_1377_cov_180,7
455,Nsylvestris_NODE_17103_length_1348_cov_134,7
456,Nsylvestris_NODE_172_length_7550_cov_171,7
457,Nsylvestris_NODE_1724_length_4233_cov_217,7
458,Nsylvestris_NODE_1734_length_4226_cov_184,7
459,Nsylvestris_NODE_17389_length_1324_cov_37,7
460,Nsylvestris_NODE_1742_length_4215_cov_170,7
461,Nsylvestris_NODE_1746_length_4216_cov_146,7
462,Nsylvestris_NODE_17468_length_1316_cov_220,7
463,Nsylvestris_NODE_17579_length_1305_cov_216,7
464,Nsylvestris_NODE_1766_length_4202_cov_47,7
465,Nsylvestris_NODE_17707_length_1294_cov_15,7
466,Nsylvestris_NODE_1776_length_4193_cov_96,7
467,Nsylvestris_NODE_17935_length_1273_cov_182,7
468,Nsylvestris_NODE_17964_length_1271_cov_32,7
469,Nsylvestris_NODE_1799_length_4178_cov_198,7
470,Nsylvestris_NODE_1802_length_4173_cov_169,7
471,Nsylvestris_NODE_1827_length_4160_cov_61,7
472,Nsylvestris_NODE_1828_length_4159_cov_136,7
473,Nsylvestris_NODE_18314_length_1240_cov_65,7
474,Nsylvestris_NODE_1840_length_4153_cov_132,7
475,Nsylvestris_NODE_1848_length_4150_cov_176,7
476,Nsylvestris_NODE_1852_length_4148_cov_229,7
477,Nsylvestris_NODE_1862_length_4142_cov_231,7
478,Nsylvestris_NODE_18645_length_1214_cov_38,7
479,Nsylvestris_NODE_19219_length_1166_cov_145,7
480,Nsylvestris_NODE_1942_length_4090_cov_210,7
481,Nsylvestris_NODE_1971_length_4072_cov_192,7
482,Nsylvestris_NODE_1972_length_4072_cov_37,7
483,Nsylvestris_NODE_1982_length_4066_cov_99,7
484,Nsylvestris_NODE_20004_length_1101_cov_191,7
485,Nsylvestris_NODE_2083_length_4004_cov_129,7
