Ploidy,Species,dev,sylvgeneID,tomfgeneID,prog_ratio,prog_ratio_bias,poly_homeolog_ratio,homeolog_ratio_bias
01synth,QM24a,60,Nsylvestris_NODE_10840_length_2009_cov_19,Ntome_NODE_11800_length_1981_cov_48,0.161226683,tomf,0.061482373,tomf
01synth,QM24a,60,Nsylvestris_NODE_10853_length_2007_cov_19,Ntome_NODE_22208_length_1034_cov_9,0.304145305,tomf,0.270929526,tomf
01synth,QM24a,60,Nsylvestris_NODE_10882_length_2002_cov_215,Ntome_NODE_2868_length_3750_cov_151,0.579519188,sylv,0.467036004,tomf
01synth,QM24a,60,Nsylvestris_NODE_10894_length_2001_cov_175,Ntome_NODE_12029_length_1954_cov_122,0.484108215,tomf,0.527549639,sylv
01synth,QM24a,60,Nsylvestris_NODE_10931_length_1996_cov_184,Ntome_NODE_10019_length_2197_cov_195,0.419529181,tomf,0.407657449,tomf
01synth,QM24a,60,Nsylvestris_NODE_10957_length_1993_cov_190,Ntome_NODE_13124_length_1828_cov_238,0.594376526,sylv,0.57531733,sylv
01synth,QM24a,60,Nsylvestris_NODE_10959_length_1993_cov_86,Ntome_NODE_12725_length_1870_cov_20,0.723016032,sylv,0.443381729,tomf
01synth,QM24a,60,Nsylvestris_NODE_10990_length_1989_cov_135,Ntome_NODE_11954_length_1963_cov_67,0.282272124,tomf,0.30256755,tomf
01synth,QM24a,60,Nsylvestris_NODE_11044_length_1982_cov_185,Ntome_NODE_11013_length_2071_cov_161,0.628292848,sylv,0.781498322,sylv
01synth,QM24a,60,Nsylvestris_NODE_11078_length_1979_cov_121,Ntome_NODE_16006_length_1538_cov_250,0.435349356,tomf,0.412949065,tomf
01synth,QM24a,60,Nsylvestris_NODE_11093_length_1977_cov_102,Ntome_NODE_12765_length_1866_cov_87,0.235696374,tomf,0.230063502,tomf
01synth,QM24a,60,Nsylvestris_NODE_11257_length_1956_cov_197,Ntome_NODE_12028_length_1954_cov_178,0.528229798,sylv,0.640328647,sylv
01synth,QM24a,60,Nsylvestris_NODE_11265_length_1955_cov_184,Ntome_NODE_11404_length_2025_cov_228,0.598643972,sylv,0.609818093,sylv
01synth,QM24a,60,Nsylvestris_NODE_11270_length_1955_cov_54,Ntome_NODE_14213_length_1714_cov_143,0.481352187,tomf,0.324423347,tomf
01synth,QM24a,60,Nsylvestris_NODE_11275_length_1954_cov_161,Ntome_NODE_14999_length_1635_cov_278,0.409712618,tomf,0.44208458,tomf
01synth,QM24a,60,Nsylvestris_NODE_11327_length_1948_cov_224,Ntome_NODE_18199_length_1342_cov_283,0.391426306,tomf,0.5879224,sylv
01synth,QM24a,60,Nsylvestris_NODE_11333_length_1948_cov_114,Ntome_NODE_17114_length_1438_cov_87,0.88364766,sylv,0.382207515,tomf
01synth,QM24a,60,Nsylvestris_NODE_11396_length_1942_cov_148,Ntome_NODE_11815_length_1979_cov_247,0.483530658,tomf,0.473178785,tomf
01synth,QM24a,60,Nsylvestris_NODE_11440_length_1937_cov_68,Ntome_NODE_12423_length_1906_cov_77,0.43424874,tomf,0.355789496,tomf
01synth,QM24a,60,Nsylvestris_NODE_11446_length_1936_cov_163,Ntome_NODE_10152_length_2177_cov_200,0.846864969,sylv,0.701178062,sylv
01synth,QM24a,60,Nsylvestris_NODE_11447_length_1936_cov_163,Ntome_NODE_11543_length_2009_cov_113,0.581792201,sylv,0.593764535,sylv
01synth,QM24a,60,Nsylvestris_NODE_11449_length_1936_cov_127,Ntome_NODE_13258_length_1813_cov_98,0.382670833,tomf,0.247347758,tomf
01synth,QM24a,60,Nsylvestris_NODE_11450_length_1936_cov_113,Ntome_NODE_12911_length_1851_cov_38,0.530872543,sylv,0.709584744,sylv
01synth,QM24a,60,Nsylvestris_NODE_11470_length_1933_cov_208,Ntome_NODE_10831_length_2092_cov_213,0.392809525,tomf,0.547597914,sylv
01synth,QM24a,60,Nsylvestris_NODE_11512_length_1929_cov_111,Ntome_NODE_11913_length_1968_cov_235,0.747636722,sylv,0.432385763,tomf
01synth,QM24a,60,Nsylvestris_NODE_11559_length_1923_cov_179,Ntome_NODE_16058_length_1534_cov_269,0.563287547,sylv,0.623804192,sylv
01synth,QM24a,60,Nsylvestris_NODE_11560_length_1923_cov_170,Ntome_NODE_15279_length_1607_cov_53,0.146026913,tomf,0.151352636,tomf
01synth,QM24a,60,Nsylvestris_NODE_11566_length_1922_cov_202,Ntome_NODE_12743_length_1868_cov_171,0.408866994,tomf,0.662755788,sylv
01synth,QM24a,60,Nsylvestris_NODE_1158_length_4748_cov_123,Ntome_NODE_1099_length_4946_cov_245,0.394188858,tomf,0.391299964,tomf
01synth,QM24a,60,Nsylvestris_NODE_11637_length_1914_cov_193,Ntome_NODE_7611_length_2552_cov_257,0.537766103,sylv,0.585421141,sylv
01synth,QM24a,60,Nsylvestris_NODE_11640_length_1914_cov_143,Ntome_NODE_12378_length_1911_cov_217,0.593284416,sylv,0.319092572,tomf
01synth,QM24a,60,Nsylvestris_NODE_11722_length_1902_cov_176,Ntome_NODE_12061_length_1950_cov_56,0.609233083,sylv,0.532322224,sylv
01synth,QM24a,60,Nsylvestris_NODE_11766_length_1897_cov_213,Ntome_NODE_11843_length_1976_cov_138,0.361442586,tomf,0.415799536,tomf
01synth,QM24a,60,Nsylvestris_NODE_11782_length_1895_cov_172,Ntome_NODE_17793_length_1375_cov_159,0.42511972,tomf,0.632441476,sylv
01synth,QM24a,60,Nsylvestris_NODE_11790_length_1894_cov_170,Ntome_NODE_13779_length_1759_cov_281,0.722939299,sylv,0.528062302,sylv
01synth,QM24a,60,Nsylvestris_NODE_11823_length_1890_cov_30,Ntome_NODE_10403_length_2145_cov_61,0.343788685,tomf,0.344825346,tomf
01synth,QM24a,60,Nsylvestris_NODE_11865_length_1884_cov_184,Ntome_NODE_12868_length_1854_cov_191,0.176707324,tomf,0.138984776,tomf
01synth,QM24a,60,Nsylvestris_NODE_11887_length_1881_cov_123,Ntome_NODE_16762_length_1469_cov_238,0.431341452,tomf,0.526894486,sylv
01synth,QM24a,60,Nsylvestris_NODE_11906_length_1879_cov_222,Ntome_NODE_11489_length_2015_cov_286,0.559489045,sylv,0.715411342,sylv
01synth,QM24a,60,Nsylvestris_NODE_11926_length_1877_cov_225,Ntome_NODE_12145_length_1940_cov_273,0.588503781,sylv,0.720677753,sylv
01synth,QM24a,60,Nsylvestris_NODE_11936_length_1876_cov_219,Ntome_NODE_13700_length_1768_cov_31,0.421160054,tomf,0.544932393,sylv
01synth,QM24a,60,Nsylvestris_NODE_11947_length_1875_cov_192,Ntome_NODE_11872_length_1973_cov_267,0.47302457,tomf,0.267036101,tomf
01synth,QM24a,60,Nsylvestris_NODE_11964_length_1874_cov_179,Ntome_NODE_14703_length_1665_cov_249,0.63182888,sylv,0.711399421,sylv
01synth,QM24a,60,Nsylvestris_NODE_11975_length_1873_cov_168,Ntome_NODE_18149_length_1347_cov_27,0.75465141,sylv,0.829487853,sylv
01synth,QM24a,60,Nsylvestris_NODE_11989_length_1871_cov_46,Ntome_NODE_12515_length_1896_cov_66,0.544080006,sylv,0.4632947,tomf
01synth,QM24a,60,Nsylvestris_NODE_11999_length_1870_cov_137,Ntome_NODE_12681_length_1877_cov_40,0.285332279,tomf,0.277232815,tomf
01synth,QM24a,60,Nsylvestris_NODE_12095_length_1858_cov_217,Ntome_NODE_8940_length_2347_cov_195,0.646251603,sylv,0.619141276,sylv
01synth,QM24a,60,Nsylvestris_NODE_12121_length_1855_cov_213,Ntome_NODE_10409_length_2144_cov_229,0.709626738,sylv,0.792858628,sylv
01synth,QM24a,60,Nsylvestris_NODE_12124_length_1855_cov_42,Ntome_NODE_12788_length_1864_cov_66,0.3699981,tomf,0.046761725,tomf
01synth,QM24a,60,Nsylvestris_NODE_12182_length_1849_cov_212,Ntome_NODE_12549_length_1892_cov_289,0.668093809,sylv,0.575217279,sylv
01synth,QM24a,60,Nsylvestris_NODE_122_length_8122_cov_92,Ntome_NODE_138_length_7978_cov_141,0.481289159,tomf,0.633553727,sylv
01synth,QM24a,60,Nsylvestris_NODE_12226_length_1845_cov_155,Ntome_NODE_15353_length_1598_cov_242,0.532053659,sylv,0.544892791,sylv
01synth,QM24a,60,Nsylvestris_NODE_12228_length_1845_cov_98,Ntome_NODE_14846_length_1651_cov_78,0.999999984,sylv,0.528160467,sylv
01synth,QM24a,60,Nsylvestris_NODE_12231_length_1844_cov_182,Ntome_NODE_15695_length_1568_cov_233,0.452744471,tomf,0.452382669,tomf
01synth,QM24a,60,Nsylvestris_NODE_12233_length_1844_cov_143,Ntome_NODE_9359_length_2288_cov_107,0.567494885,sylv,0.416801762,tomf
01synth,QM24a,60,Nsylvestris_NODE_12256_length_1842_cov_42,Ntome_NODE_10704_length_2106_cov_234,0.583666041,sylv,0.547429748,sylv
01synth,QM24a,60,Nsylvestris_NODE_12261_length_1841_cov_194,Ntome_NODE_11699_length_1991_cov_239,0.406910905,tomf,0.316028165,tomf
01synth,QM24a,60,Nsylvestris_NODE_12263_length_1841_cov_152,Ntome_NODE_13229_length_1816_cov_263,0.49646253,tomf,0.226732128,tomf
01synth,QM24a,60,Nsylvestris_NODE_12285_length_1839_cov_136,Ntome_NODE_13743_length_1763_cov_124,0.289061509,tomf,0.585296732,sylv
01synth,QM24a,60,Nsylvestris_NODE_12287_length_1838_cov_219,Ntome_NODE_11131_length_2056_cov_243,0.544550137,sylv,0.521532483,sylv
01synth,QM24a,60,Nsylvestris_NODE_12330_length_1834_cov_88,Ntome_NODE_19436_length_1239_cov_145,0.422919126,tomf,0.428174472,tomf
01synth,QM24a,60,Nsylvestris_NODE_12340_length_1833_cov_214,Ntome_NODE_12322_length_1918_cov_261,0.326347231,tomf,0.422956736,tomf
01synth,QM24a,60,Nsylvestris_NODE_124_length_8100_cov_69,Ntome_NODE_2522_length_3898_cov_200,0.555075957,sylv,0.627235821,sylv
01synth,QM24a,60,Nsylvestris_NODE_12463_length_1820_cov_125,Ntome_NODE_14458_length_1690_cov_41,0.751278542,sylv,0.766074076,sylv
01synth,QM24a,60,Nsylvestris_NODE_12495_length_1816_cov_30,Ntome_NODE_12570_length_1891_cov_55,0.417991087,tomf,0.372469921,tomf
01synth,QM24a,60,Nsylvestris_NODE_12514_length_1813_cov_183,Ntome_NODE_14445_length_1691_cov_213,0.496205639,tomf,0.390107458,tomf
01synth,QM24a,60,Nsylvestris_NODE_12539_length_1811_cov_25,Ntome_NODE_14285_length_1707_cov_15,0.976345038,sylv,0.999999925,sylv
01synth,QM24a,60,Nsylvestris_NODE_12558_length_1808_cov_220,Ntome_NODE_1282_length_4750_cov_151,0.916852618,sylv,0.905728518,sylv
01synth,QM24a,60,Nsylvestris_NODE_12588_length_1806_cov_204,Ntome_NODE_13396_length_1797_cov_266,0.616340389,sylv,0.602619836,sylv
01synth,QM24a,60,Nsylvestris_NODE_12607_length_1804_cov_148,Ntome_NODE_14605_length_1676_cov_50,0.679722918,sylv,0.802773429,sylv
01synth,QM24a,60,Nsylvestris_NODE_12633_length_1802_cov_129,Ntome_NODE_20705_length_1138_cov_8,0.79083209,sylv,0.710348826,sylv
01synth,QM24a,60,Nsylvestris_NODE_12637_length_1802_cov_65,Ntome_NODE_13251_length_1814_cov_53,0.659480112,sylv,0.665474721,sylv
01synth,QM24a,60,Nsylvestris_NODE_12670_length_1798_cov_231,Ntome_NODE_12894_length_1852_cov_124,0.751703991,sylv,0.462141362,tomf
01synth,QM24a,60,Nsylvestris_NODE_12672_length_1798_cov_224,Ntome_NODE_13919_length_1744_cov_281,0.568232455,sylv,0.570684086,sylv
01synth,QM24a,60,Nsylvestris_NODE_12687_length_1797_cov_148,Ntome_NODE_14897_length_1644_cov_245,0.535693161,sylv,0.371562994,tomf
01synth,QM24a,60,Nsylvestris_NODE_12691_length_1796_cov_225,Ntome_NODE_12816_length_1859_cov_279,0.512900606,sylv,0.439992583,tomf
01synth,QM24a,60,Nsylvestris_NODE_12694_length_1796_cov_79,Ntome_NODE_12689_length_1875_cov_28,0.748740945,sylv,0.697668712,sylv
01synth,QM24a,60,Nsylvestris_NODE_12777_length_1789_cov_104,Ntome_NODE_11738_length_1988_cov_107,0.862173632,sylv,0.743041453,sylv
01synth,QM24a,60,Nsylvestris_NODE_12821_length_1784_cov_128,Ntome_NODE_14152_length_1721_cov_176,0.406840303,tomf,0.391977356,tomf
01synth,QM24a,60,Nsylvestris_NODE_12835_length_1782_cov_206,Ntome_NODE_15350_length_1599_cov_246,0.721432982,sylv,0.59094866,sylv
01synth,QM24a,60,Nsylvestris_NODE_12836_length_1782_cov_150,Ntome_NODE_11734_length_1988_cov_178,0.599431646,sylv,0.735205996,sylv
01synth,QM24a,60,Nsylvestris_NODE_12918_length_1772_cov_195,Ntome_NODE_15195_length_1614_cov_244,0.374423667,tomf,0.354829771,tomf
01synth,QM24a,60,Nsylvestris_NODE_12925_length_1771_cov_219,Ntome_NODE_12495_length_1897_cov_226,0.524382469,sylv,0.560090289,sylv
01synth,QM24a,60,Nsylvestris_NODE_12952_length_1768_cov_153,Ntome_NODE_11700_length_1991_cov_220,0.84914317,sylv,0.787461251,sylv
01synth,QM24a,60,Nsylvestris_NODE_13031_length_1760_cov_84,Ntome_NODE_13321_length_1806_cov_109,0.685010012,sylv,0.927545494,sylv
01synth,QM24a,60,Nsylvestris_NODE_13077_length_1753_cov_157,Ntome_NODE_15210_length_1613_cov_115,0.609294699,sylv,0.676563814,sylv
01synth,QM24a,60,Nsylvestris_NODE_13078_length_1753_cov_147,Ntome_NODE_14561_length_1679_cov_132,0.295850537,tomf,0.382103337,tomf
01synth,QM24a,60,Nsylvestris_NODE_13116_length_1749_cov_125,Ntome_NODE_15236_length_1610_cov_203,0.091645997,tomf,0.060137895,tomf
01synth,QM24a,60,Nsylvestris_NODE_13168_length_1742_cov_81,Ntome_NODE_13697_length_1768_cov_61,0.705449572,sylv,0.71018196,sylv
01synth,QM24a,60,Nsylvestris_NODE_13177_length_1741_cov_104,Ntome_NODE_10718_length_2105_cov_214,0.589694081,sylv,0.469983639,tomf
01synth,QM24a,60,Nsylvestris_NODE_13182_length_1740_cov_211,Ntome_NODE_15735_length_1565_cov_90,0.999999994,sylv,0.839663816,sylv
01synth,QM24a,60,Nsylvestris_NODE_13194_length_1739_cov_200,Ntome_NODE_13714_length_1766_cov_219,0.531202118,sylv,0.529321312,sylv
01synth,QM24a,60,Nsylvestris_NODE_13247_length_1734_cov_195,Ntome_NODE_14371_length_1698_cov_212,0.521950727,sylv,0.430349626,tomf
01synth,QM24a,60,Nsylvestris_NODE_13263_length_1732_cov_50,Ntome_NODE_15516_length_1583_cov_25,0.312728371,tomf,0.278441962,tomf
01synth,QM24a,60,Nsylvestris_NODE_13265_length_1732_cov_19,Ntome_NODE_12608_length_1886_cov_29,0.945366809,sylv,0.921662996,sylv
01synth,QM24a,60,Nsylvestris_NODE_13288_length_1729_cov_210,Ntome_NODE_13906_length_1746_cov_260,0.586294109,sylv,0.642320326,sylv
01synth,QM24a,60,Nsylvestris_NODE_13311_length_1726_cov_32,Ntome_NODE_15725_length_1566_cov_7,0.801204812,sylv,0.053115839,tomf
01synth,QM24a,60,Nsylvestris_NODE_13322_length_1726_cov_174,Ntome_NODE_14383_length_1697_cov_133,0.610779651,sylv,0.583008016,sylv
01synth,QM24a,60,Nsylvestris_NODE_13398_length_1717_cov_148,Ntome_NODE_16865_length_1459_cov_241,0.562174473,sylv,0.539917524,sylv
01synth,QM24a,60,Nsylvestris_NODE_13412_length_1716_cov_23,Ntome_NODE_14194_length_1716_cov_14,0.999999874,sylv,0.749999676,sylv
01synth,QM24a,60,Nsylvestris_NODE_13425_length_1715_cov_56,Ntome_NODE_13629_length_1774_cov_29,0.414749258,tomf,0.856840053,sylv
01synth,QM24a,60,Nsylvestris_NODE_13495_length_1706_cov_227,Ntome_NODE_13535_length_1782_cov_267,0.433790016,tomf,0.444554704,tomf
01synth,QM24a,60,Nsylvestris_NODE_13501_length_1706_cov_83,Ntome_NODE_8450_length_2420_cov_178,0.631787748,sylv,0.70112339,sylv
01synth,QM24a,60,Nsylvestris_NODE_13554_length_1700_cov_178,Ntome_NODE_15104_length_1623_cov_176,0.308693178,tomf,0.453613198,tomf
01synth,QM24a,60,Nsylvestris_NODE_13566_length_1699_cov_193,Ntome_NODE_14557_length_1679_cov_236,0.440792904,tomf,0.618681857,sylv
01synth,QM24a,60,Nsylvestris_NODE_13597_length_1696_cov_198,Ntome_NODE_13326_length_1805_cov_220,0.385008206,tomf,0.370318869,tomf
01synth,QM24a,60,Nsylvestris_NODE_13605_length_1695_cov_190,Ntome_NODE_14912_length_1643_cov_259,0.505351654,sylv,0.458717529,tomf
01synth,QM24a,60,Nsylvestris_NODE_13613_length_1694_cov_209,Ntome_NODE_13537_length_1782_cov_220,0.477960911,tomf,0.617898915,sylv
01synth,QM24a,60,Nsylvestris_NODE_13656_length_1690_cov_76,Ntome_NODE_39488_length_258_cov_4,0.626870681,sylv,0.816243072,sylv
01synth,QM24a,60,Nsylvestris_NODE_13681_length_1688_cov_38,Ntome_NODE_14811_length_1655_cov_34,0.352206919,tomf,0.382578306,tomf
01synth,QM24a,60,Nsylvestris_NODE_13695_length_1685_cov_201,Ntome_NODE_13759_length_1761_cov_257,0.433096956,tomf,0.560182285,sylv
01synth,QM24a,60,Nsylvestris_NODE_13725_length_1682_cov_161,Ntome_NODE_14483_length_1687_cov_178,0.474752301,tomf,0.475908212,tomf
01synth,QM24a,60,Nsylvestris_NODE_13738_length_1680_cov_215,Ntome_NODE_14592_length_1676_cov_260,0.497010403,tomf,0.311718375,tomf
01synth,QM24a,60,Nsylvestris_NODE_13760_length_1678_cov_48,Ntome_NODE_14278_length_1708_cov_25,0.449048607,tomf,0.390845863,tomf
01synth,QM24a,60,Nsylvestris_NODE_13808_length_1672_cov_194,Ntome_NODE_14546_length_1680_cov_238,0.423871922,tomf,0.502780251,sylv
01synth,QM24a,60,Nsylvestris_NODE_13852_length_1668_cov_131,Ntome_NODE_13931_length_1744_cov_24,0.330767276,tomf,0.503583188,sylv
01synth,QM24a,60,Nsylvestris_NODE_13866_length_1666_cov_215,Ntome_NODE_13897_length_1746_cov_271,0.563500404,sylv,0.620925209,sylv
01synth,QM24a,60,Nsylvestris_NODE_13878_length_1665_cov_213,Ntome_NODE_14185_length_1716_cov_284,0.456908859,tomf,0.488203666,tomf
01synth,QM24a,60,Nsylvestris_NODE_13880_length_1665_cov_204,Ntome_NODE_16485_length_1497_cov_271,0.472310464,tomf,0.729601766,sylv
01synth,QM24a,60,Nsylvestris_NODE_13914_length_1661_cov_177,Ntome_NODE_12536_length_1894_cov_91,0.422821233,tomf,0.403352311,tomf
01synth,QM24a,60,Nsylvestris_NODE_13936_length_1658_cov_194,Ntome_NODE_11462_length_2018_cov_200,0.380352507,tomf,0.348230343,tomf
01synth,QM24a,60,Nsylvestris_NODE_13974_length_1653_cov_114,Ntome_NODE_15142_length_1619_cov_203,0.291290363,tomf,0.318593195,tomf
01synth,QM24a,60,Nsylvestris_NODE_13982_length_1652_cov_147,Ntome_NODE_13230_length_1816_cov_247,0.637635855,sylv,0.478418526,tomf
01synth,QM24a,60,Nsylvestris_NODE_14027_length_1646_cov_183,Ntome_NODE_15583_length_1577_cov_251,0.428604479,tomf,0.51384978,sylv
01synth,QM24a,60,Nsylvestris_NODE_14035_length_1646_cov_46,Ntome_NODE_15656_length_1571_cov_237,0.284498463,tomf,0.518605796,sylv
01synth,QM24a,60,Nsylvestris_NODE_14107_length_1639_cov_228,Ntome_NODE_13620_length_1774_cov_274,0.464377862,tomf,0.509484069,sylv
01synth,QM24a,60,Nsylvestris_NODE_14152_length_1635_cov_101,Ntome_NODE_14000_length_1738_cov_28,0.44033715,tomf,0.336751622,tomf
01synth,QM24a,60,Nsylvestris_NODE_14190_length_1631_cov_85,Ntome_NODE_26772_length_769_cov_27,0.705109886,sylv,0.884587324,sylv
01synth,QM24a,60,Nsylvestris_NODE_14209_length_1628_cov_143,Ntome_NODE_16791_length_1467_cov_149,0.40271883,tomf,0.367413884,tomf
01synth,QM24a,60,Nsylvestris_NODE_14248_length_1624_cov_206,Ntome_NODE_15294_length_1605_cov_273,0.50909481,sylv,0.566076695,sylv
01synth,QM24a,60,Nsylvestris_NODE_14272_length_1622_cov_192,Ntome_NODE_16443_length_1501_cov_238,0.520980925,sylv,0.479746967,tomf
01synth,QM24a,60,Nsylvestris_NODE_14273_length_1622_cov_181,Ntome_NODE_10962_length_2078_cov_100,0.973794739,sylv,0.873442689,sylv
01synth,QM24a,60,Nsylvestris_NODE_14286_length_1621_cov_213,Ntome_NODE_14320_length_1703_cov_115,0.506188591,sylv,0.543050087,sylv
01synth,QM24a,60,Nsylvestris_NODE_14328_length_1618_cov_222,Ntome_NODE_14466_length_1689_cov_205,0.532082943,sylv,0.575092981,sylv
01synth,QM24a,60,Nsylvestris_NODE_14342_length_1615_cov_211,Ntome_NODE_16150_length_1526_cov_193,0.430082503,tomf,0.218287711,tomf
01synth,QM24a,60,Nsylvestris_NODE_14361_length_1614_cov_68,Ntome_NODE_15198_length_1614_cov_154,0.404832211,tomf,0.468843764,tomf
01synth,QM24a,60,Nsylvestris_NODE_14401_length_1610_cov_113,Ntome_NODE_15409_length_1593_cov_111,0.425694107,tomf,0.481861465,tomf
01synth,QM24a,60,Nsylvestris_NODE_14410_length_1609_cov_127,Ntome_NODE_16077_length_1533_cov_25,0.746351033,sylv,0.807245795,sylv
01synth,QM24a,60,Nsylvestris_NODE_14418_length_1609_cov_26,Ntome_NODE_16551_length_1492_cov_10,0.326509713,tomf,0.340959692,tomf
01synth,QM24a,60,Nsylvestris_NODE_14423_length_1608_cov_152,Ntome_NODE_17535_length_1399_cov_259,0.345660376,tomf,0.304881818,tomf
01synth,QM24a,60,Nsylvestris_NODE_14435_length_1607_cov_45,Ntome_NODE_18530_length_1314_cov_18,0.658727314,sylv,0.487268907,tomf
01synth,QM24a,60,Nsylvestris_NODE_14437_length_1606_cov_193,Ntome_NODE_15219_length_1612_cov_97,0.498071397,tomf,0.525009919,sylv
01synth,QM24a,60,Nsylvestris_NODE_14468_length_1603_cov_216,Ntome_NODE_12974_length_1845_cov_11,0.545731624,sylv,0,tomf
01synth,QM24a,60,Nsylvestris_NODE_14471_length_1603_cov_48,Ntome_NODE_15345_length_1600_cov_27,0.270665821,tomf,0.267773021,tomf
01synth,QM24a,60,Nsylvestris_NODE_14496_length_1600_cov_212,Ntome_NODE_7538_length_2564_cov_290,0.180335977,tomf,0.168796567,tomf
01synth,QM24a,60,Nsylvestris_NODE_14497_length_1600_cov_208,Ntome_NODE_16820_length_1464_cov_59,0.863023028,sylv,0.922555973,sylv
01synth,QM24a,60,Nsylvestris_NODE_14498_length_1600_cov_204,Ntome_NODE_17026_length_1446_cov_186,0.419596911,tomf,0.53294741,sylv
01synth,QM24a,60,Nsylvestris_NODE_14507_length_1599_cov_136,Ntome_NODE_17819_length_1373_cov_48,0.667149309,sylv,0.459967915,tomf
